ID,VERB,DEFINITION,EXAMPLE,ARG0,FLAG0,ARG1,FLAG1,"NOM, ACC, DAT, ABL, INS, LOC, GEN",ARG2,FLAG2,"NOM, ACC, DAT, ABL, INS, LOC, GEN",ARG3,FLAG3,"NOM, ACC, DAT, ABL, INS, LOC, GEN",ARG4,FLAG4,"NOM, ACC, DAT, ABL, INS, LOC, GEN",,,,,,,,,,,,,,,
TUR10-0641740,rakamlamak,Bas notalarının üstüne akortlarını belirten rakam koymak,Yeni eseri icra etmeden önce eline aldığı notları inceleyerek rakamladı.,rakam koyan,pag,rakam koyulan,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0165680,çırpmak,Güreşte rakibinin kollarını beli hizasında sımsıkı kavrayarak minderde kendi üzerinden sağa ve sola sırtüstü savurmak,Rakibini beklenmedik bir anda çırpan güreşçi maçın galibi oldu.,güreşçi,pag,rakip,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0068310,bağdalamak,Güreşte rakibe ayak sarması takmak,Koca Yusuf rakibini bir anda bağdaladı.,güreşçi,pag,rakip ,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0642620,raporlamak,"Rapora bağlamak, rapor hâline getirmek",Patronu yeni alım-satım istatistiklerinin raporlamasını istedi.,Rapor haline getiren,pag,Rapor haline getirilen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0642780,raptiyelemek,Raptiye ile tutturmak,Yeni çıkan filmlerini banyo yaptırdıktan sonra raptiyeledi.,Raptiyeleyen,pag,Raptiyelenen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0841550,yatmak,Bir düşünceyi veya bir öneriyi benimsemek; razı olmak,Bu fikir benim aklıma hiç yatmadı.,Razı olan kişi,pag,Razı olunan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0631100,planyalamak,Ağacı planya tezgâhında rendelemek,Şekil vermek için kestiği ağaç dallarını planyaladı.,Rendeleyen,pag,Rendelenen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0645390,rendelemek,"Rende ile pürüzlerini gidermek, istenilen biçimi vermek",Tahtayı rendelemek.,Rendeleyen,pag,Rendelenen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0645630,renklendirmek,Bir şeyin renkli olmasını sağlamak,"Arka kapak için, dünya karikatürleri için seçtiklerini istif eder, o renklendirir.",Renklendiren ,pag,Renklendirilen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0646260,resimlemek,Bir yazının konusu ile ilgili resimleri o yazının uygun yerine koymak,Projesi her maddenin resimlemesini yaptıktan sonra bitmiş olacak.,Resimleme yapan ,pag,Resimlenen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0646290,resimlendirmek,Resimlemek,Çocukların dikkatini çekmek için hikayeyi resimlendirmek önemli.,Resimleyen,pag,Resimlenen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0646270,resimlemek,Herhangi bir konuyu resimlerle anlatmak,"Yazar, kitabını resimledi.",Resimlerle anlatan,pag,Resimlerle anlatılan,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0647250,rezelemek,Reze ile kapamak,Cebinden çıkardığı yassı uçlu bir demiri söve ile çerçevenin arasına sokarak camı da yukarı sürdü ve rezeledi.,Rezeleyen,pag,Rezelenen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0647710,rimellemek,Göze rimel sürmek,Gözlerini rimelledi.,Rimel süren,pag,Rimel sürülen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0619000,patlatmak,Bir insanın sabrını tüketmek,,sabrını tüketen kişi,pag,sabrını tükettiği kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0652870,sabunlamak,Herhangi bir şeyi sabun sürerek yıkamak,Yüzünü sabunlarken ıslık çalıyordu.,Sabunla yıkayan,pag,Sabunla yıkanan,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0091270,beliklemek,Saçları örmek,Atın saçlarını belikledik.,saç ören kişi,pag,saçı örülen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0653620,saçmak,Işık ve ısı yaymak,Büyümüş gözler örste dövülen kızgın demir gibi kıvılcımlar saçtı.,Saçan,pag,Saçılan,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0679670,serpmek,"Vermek, saçmak",,saçan kişi,pag,saçtığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0205490,dilenmek,Sadaka istemek,Cami kapısında avuç açar dilenirim de onun evine gitmem.,"dilenen kişi, dilenci",pag,sadaka,ppt,,sadaka istenen kişi,src,,,,,,,,,,,,,,,,,,,,,,
TUR10-0492850,kurmak,"Sağlamak, oluşturmak",,sağlayan kişi,pag,sağladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0655830,sağlamak,Öndeki aracın sağından ilerleyerek önüne geçmek,,sağlayan kişi,pag,sağladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0802050,uydurmak,"Elde etmek, sağlamak, bulmak",,sağlayan kişi,pag,sağladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0655890,sağlamlamak,Sağlam bir duruma getirmek,"Bacağı kırılan sandalyeyi tamir etti, sağlamladı.",Sağlam duruma getiren,pag,Sağlam duruma getirilen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0123640,bulmak,"Sağlamak, temin etmek",,sağlayan kişi,pag,sağlanan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0880420,çıkmak,Davranışta herhangi bir niteliği bulunmak,Akıllı çıktı da arkadaşına uymadı.,niteliğe sahip olan kişi,pag,sahip olduğu nitelik,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0834600,yapmak,"Edinmek, sahip olmak",Yeni telefon yapmış.,Sahip olan kişi,pag,Sahip olunan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1242430,bulmak,Aranılan bir şeye sahip olmak,Anahtarlarımı cüzdanımda buldum.,sahip olan kişi,pag,sahip olunan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1126510,sahtelemek,"Sahtesini yapmak, yasa dışı kopyasını çıkarmak",,sahteleyen,pag,sahtelenen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1126530,sahteletmek,"Sahtesini yaptırmak, yasa dışı kopyasını çıkartmak",,sahteleyen,pag,sahtelenen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0657870,sakatlamak,Sakat bir duruma getirmek; sakat etmek,,sakatlayan kişi,pag,sakatladığı yer,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0658120,sakınmak,Korumak; esirgemek; gözetmek,Kendini tramvay ve otomobil tehlikelerinden sakınarak yürüdü.,sakınan kişi,pag,sakındığı şey,ppt,,sakınılan kişi,src,,,,,,,,,,,,,,,,,,,,,,
TUR10-0412230,kapamak,Ortalıktan alıp saklamak,Vurguncular kumaşları kapamışlar.,saklayan kişi,pag,sakladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0658750,saklamak,"Elinde bulundurmak, tutmak",Sarayın sükûnu bir kederli muammayı saklar gibi ağırdı.,saklayan kişi,pag,sakladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0061650,ayırmak,Bir bütünden bir parçayı herhangi bir amaçla bir tarafa koymak; saklamak,Çocuklara pastadan biraz ayırdım.,saklayan kişi,pag,saklanan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0100170,bırakmak,Saklamak; artırmak,Paranın bir kısmını bırakırsan rahat edersin.,saklayan kişi,pag,saklanan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0659620,salçalamak,Yemeklere salça katmak,,salçalayan kişi,pag,salçaladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0661100,salmak,"İvedilikle yollamak, hemen göndermek",,salan kişi,pag,saldığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0659830,saldırmak,Bir şey veya kimse üzerine saldırı yapılmasına sebep olmak,,saldıran kişi,pag,saldırdığı kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0660740,sallamak,Düzenli bir biçimde ve hep aynı doğrultuda hareket ettirmek,"Sen yine anahtarını çıkar, salla, eğlendir.",sallayan kişi,pag,salladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0693250,silkmek,"Üstündeki şeyleri düşürmek veya temizlemek için bir şeyi kuvvetle sallamak, sarsmak",Eline geçen her şeyi silkip akrepler varmış gibi bakıyor.,sallayan kişi,pag,salladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0662830,sançmak,Saplanmak; batmak,,sançan şey,pag,sançtığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0663210,sandıklamak,"Sandık içine koymak, yerleştirmek, ambalajlamak",,sandıklayan kişi,pag,sandıkladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0663610,sanrılamak,"Gerçekte olmayan bir şeyin var olduğunu, görüldüğünü, duyulduğunu sanmak",,sanrılayan kişi,pag,sanrıladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0664880,sapmak,Doğruluktan ayrılmak,,sapan kişi,pag,saptığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0664870,sapmak,"Önceden belirlenmiş, tespit edilmiş görüş, düşünüş, amaç veya davranıştan ayrılmak",Amacından saptı.,sapan şey,pag,saptığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0790230,tutmak,"Sarmak, bürümek",,saran kişi,pag,sardığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0413870,kaplamak,Çepeçevre sarmak; kuşatmak,"Evlerin bir tarafını yol, üç tarafını da yine çam ormanları kaplar.",saran şey,pag,sardığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0665510,sardırmak,Sürekli olarak bir konuyu düşünmek,,sardıran kişi,pag,sardırdığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0127440,bükmek,Birkaç tel ipliği burarak sarmak,İpek bükmek.,saran kişi,pag,sarılan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0161330,çevirmek,"Bir yerin çevresini bir şeyle sarmak, kuşatmak",Bağı duvarla çevirmek.,saran kişi,pag,sarılan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0216160,dolanmak,Bir şeyin çevresine sarılmak,"Kocasının kolu beline bir kobra gibi dolanmış, ince kaburgalarını birbirine geçirecek gibi sıkıyordu.",saran şey,pag,sarılan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0111730,boğmak,"Tamamıyla kaplamak, sarmak","Ampulün kör ışığı, dükkânı alaca bir loşluğa boğmuştu.",saran şey,pag,sarılan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0666380,sarılmak,Bir şeyin üzerine bir veya birkaç kez dolanmak,"Yeldirmelerine sarılmış yanık yüzlü bir küme köy kadını hep birden trene ellerini uzatıyor, bağırıyordu.",sarılan kişi,pag,sarıldığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0666510,sarımsaklamak,İçine sarımsak katmak,,sarımsaklayan kişi,pag,sarımsakladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0666870,sarkaçlamak,Türlü tutuş ve duruşlar gergin durumda bulunan vücut bölümlerini kendi ağırlıklarıyla düşmeye ve sallanmaya bırakmak,,sarkaçlayan kişi,pag,sarkaçladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0049480,asılmak,Karşı cinsin ilgisini çekmek için rahatsız edici davranışlarda bulunmak,Dükkanın önünde dikilip gelen geçen kadınlara asılıyor.,sarkıntılık eden kişi,pag,sarkıntılık edilen kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0667040,sarkmak,Karşı cins ile ilişki kurmayı veya arkadaş olmayı istemek,,sarkan kişi,pag,sarktığı kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0667330,sarmalamak,Sıkı sıkı sarmak,,sarmalayan kişi,pag,sarmalanan şey,ppt,,sarmalandığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,
TUR10-0667780,sarsılmak,Güçsüz durumda kalmak,Hastalıktan çok sarsıldı.,sarsılan kişi,pag,sarsan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0667790,sarsılmak,Beklenmedik bir olaydan çok etkilenmek,Cemil Kâzım inanmak istemediği bir şüphe ile sarsılmıştı.,sarsılan kişi,pag,sarsan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0353430,ırgalamak,Yerinden oynatıp sallamak; sarsmak,,sarsan kişi,pag,"sarsılan kişi, şey",ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0684300,sıçramak,Bir uyarı veya heyecan sebebiyle ürkerek birdenbire olduğu yerde doğrulur gibi sarsılmak,Uyumuş olacak ki yataktan sıçrayarak uyandı.,sarsılan kişi,pag,sarsıldığı durum,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0667940,sarsmak,"Birdenbire ve güçle kımıldatmak, sallamak, oynatmak, titretmek",Kalkın bakalım diye çocukların karyolalarını sarsıyorlardı.,sarsan kişi,pag,sarstığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0693260,silkmek,Ani bir hareketle sarsmak,Sağ elini silkerek yana doğru eğildi.,sarsan kişi,pag,sarstığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0693060,silkelemek,Sarsmak; etkilemek,,sarsan şey,pag,sarstığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0056840,atmak,Sözle sataşmak,Kardeşine atmayı bırak artık.,sataşan,pag,sataşılan,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0043810,ardılmak,"Sataşmak, çatmak","Son kez söylüyorum, bana ardılmayı kes.",sataşan kişi,pag,sataşılan kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0215350,dokunmak,"Tedirgin etmek, sataşmak",,sataşan kişi,pag,sataşılan kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0154430,çatmak,Yazıyla veya sözle sataşmak,Yemek pek düzgün olmasa aşçıya çatar.,sataşan kişi,pag,sataşılan kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0791160,tutunmak,"Sataşmak, çıkışmak",,sataşan kişi,pag,sataştığı kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0228040,düdüklemek,Değersiz bir şeyi çok değerliymiş gibi birine satmak,,"dolandırıcı, sahtekar",pag,satılan mal,ppt,,kandırılan kişi,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-0450470,kırdırtmak,"Ticari bir senedi, süresi gelmeden düşük fiyatla birine devretmek veya satmak",,senedi satan kişi,pag,satılan senet,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0668280,satılmak,"Para veya çıkar karşılığı, gizlice karşı tarafa hizmet etmek",,satılan kişi,pag,satıldığı kişi,ppt,,satın alınan hizmeti,ppt,,,,,,,,,,,,,,,,,,,,,,
TUR10-0402390,kaldırmak,Bir şeyden çokça satın almak,,satın alan kişi,pag,satın alınan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0668630,satmak,"Bir kimse, kendini veya başkasını olduğundan daha önemli, yetkili ve değerli göstermek",,satan kişi,pag,sattığı kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0668610,satmak,Bir değer karşılığında bir malı alıcıya vermek,Geniş arazisini parselleyip sattı.,satan kişi,pag,sattığı şey,ppt,,satılan kişi,gol,,,,,,,,,,,,,,,,,,,,,,
TUR10-0584640,okutmak,Satarak elinden çıkarmak,"Bana iki sandık çay verdi. Bunları al okut, dedi.",satan kişi,pag,sattığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0668950,savaklamak,Suyu arklara salmak,,savaklayan kişi,pag,savakladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0669150,savatlamak,Gümüş üstüne kurşunla kara nakışlar işlemek,,savatlayan kişi,pag,savatladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0669400,savmak,Geçirmek,,savan kişi,pag,savdığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1152530,tardetmek,Uzaklaştırmak; savmak,,savan kişi,pag,savılan şey / kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0822610,yabalamak,Yaba ile atmak veya savurmak,Samanları yabalamaya gittiler.,Savuran kişi,pag,Savrulan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0824200,yağdırmak,"Bir şeyi aralıksız ve çok sayıda atmak, indirmek, savurmak",Bana hakaretler yağdırdı.,Savuran kişi,pag,Savrulan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0669910,savurmak,"Bir sıvının havalanmasını veya kaynayan sıvının taşmasını önlemek, soğutmak amacıyla alıp yine kendi kabına dökmek",Sarnıcın suyunu savurmak.,suyu savuran kişi,pag,savrulan su,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0669660,savunmak,"Hareket veya düşünceyi söz ve yazı ile doğru, haklı göstermeye çalışmak","Sunay Remzi, katilin kendisi olmadığını savundu.",savunan kişi,pag,savunduğu şey,ppt,,savunulan kişi,ppt,,,,,,,,,,,,,,,,,,,,,,
TUR10-0669670,savunmak,Yapılan bir suçlamaya veya ithama karşı kendi haklı gösterecek sebepler ileri sürmek,,savunan kişi,pag,savunduğu şey,ppt,,savunulan kişi,ppt,,,,,,,,,,,,,,,,,,,,,,
TUR10-0669870,savurmak,"Havaya atıp dağıtmak, saçmak",Rüzgar küllerini savurur.,savuran şey,pag,savurduğu şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0671260,saymak,Arka arkaya söylemek,Birinin iyiliklerini saymak.,sayan kişi,pag,saydığı şey,ppt,,sayılan kişi,ppt,,,,,,,,,,,,,,,,,,,,,,
TUR10-0670420,sayfalamak,Bilgisayarda sayfalara ayrılmış bir bellek kullanma düzenine dayalı sistemi uygulamak,,sayfalayan kişi ,pag,sayfaladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0855750,yıpranmak,Saygınlığı azalmak,,saygınlığı azalan kişi,pag,saygınlığının azaldığı alan,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0670740,sayıklamak,"Uykuda veya bir hastalığın verdiği dalgınlık sırasında anlamsız, tutarsız sözler söylemek","Bu onun ilacı, tılsımı gibi bir şey ... Onları sayıklayınca iyileşiyor.",sayıklayan kişi,pag,sayıkladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0670750,sayıklamak,"İstediği, özlediği bir şeyden sürekli söz etmek",,sayıklayan kişi,pag,sayıkladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0670780,sayılamak,Nesnelerin veya olayların niceliğini rakamlarla belirtmek,,sayılayan kişi,pag,sayıladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0790090,tutmak,Alacağa veya vereceğe saymak,On bin lirayı borcunuza tuttum.,paraya saymak,pag,sayılan para,ppt,,saydığı para,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-1242720,saymak,Hesaba katmak,Bundan önce verdiğimi saymıyor musun ?,sayan kişi,pag,sayılan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0671230,saymak,"Herhangi bir sıraya koymak, herhangi bir sırada yer aldığını kabul etmek",Artık kışı geçti sayabiliriz.,sayan kişi,pag,sayılan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0670920,sayımlamak,Sayım yapmak,,sayımlayan kişi,pag,sayımladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0853120,yetmek,Yeterli sebep olmak,Bir sigara bir ormanı yakmaya yeter.,yeterli olan sebep ,pag,sebebin yeterli olduğu şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0290510,gelmek,Sonuç çıkmak,Bu davranışlardan ne gelir bilinmez.,meydana çıkan sonuç,pag,"sebep olan davranış, tutum, yapılan şey",ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0163030,çıkarmak,"Sebep olmak, yol açmak",Başımıza iş çıkarma.,sebep olan kişi,pag,sebep olunan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0258920,ettirmek,Sebep olmak,,sebep olan kişi,pag,sebep olunan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0672680,seçmek,Birine oy vererek bir göreve getirmek,Biz sizi başkanlığa seçtik.,seçen kişi,pag,seçilen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0672720,seçmek,Tercihini bir yönde kullanmak,,seçen kişi,pag,seçtiği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0674280,sekmek,Atılan bir nesne bir yere dokunduktan sonra sıçrayarak gitmek,Taş seke seke gözden kayboldu.,seken şey,pag,sektiği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0676640,sendelemek,Herhangi bir olay karşısında ne yapacağını şaşıracak kadar sarsılmak,Bu haberi alınca fena hâlde sendeledi.,sendeleyen kişi,pag,sendelediği durum,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1131830,sentezlemek,Sentez durumuna getirmek,,sentezleyen,pag,sentezlenen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0677480,sepetlemek,"Meyve, sebze vb.ni sepete koymak, sepete yerleştirmek",,sepetleyen kişi,pag,sepetlediği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0678130,serbestlemek,Sıkıcı bir durumdan veya kalabalıktan kurtulmak,"Bir ara ortalık serbestlemiş, bir şey olmuş.",serbestleyen kişi,pag,serbestlendiği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0679280,sermek,Kurutmak için asmak,Kar gibi çamaşırları serip eve döndü.,seren kişi ,pag,serdiği şey,ppt,,serdiği yer,loc,,,,,,,,,,,,,,,,,,,,,,
TUR10-0678620,sergilemek,Vermek veya sunmak,Futbolcular sahada çok başarılı bir oyun sergiledi,sergileyen kişi,pag,sergilediği şey,ppt,,sergilediği yer,loc,,,,,,,,,,,,,,,,,,,,,,
TUR10-0679470,serpelemek,Sürekli olarak ve az serpmek,,serpeleyen kişi,pag,serpeleyen şey,ppt,,serpelediği yer,loc,,,,,,,,,,,,,,,,,,,,,,
TUR10-0653320,saçalamak,"Saçmak, serpmek",Elindeki kedi mamasını dış kapının önüne saçaladı.,Serpen ,pag,Serpilen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0239010,ekmek,Serpmek,Yemeğe biber ekmek.,serpen kişi,pag,serpilen şey,ppt,,"üzerinde serpilme yapılan şey, yer",loc,,,,,,,,,,,,,,,,,,,,,,
TUR10-0679640,serpmek,"Bir şeyi dağılacak biçimde dökmek, saçmak",Naneleri kuruması için çatıya serdik.,serpen kişi,pag,serptiği şey,ppt,,serptiği yer,loc,,,,,,,,,,,,,,,,,,,,,,
TUR10-0659850,saldırmak,Yıkıcı ve sert eleştiriler yapmak,,sert eleştiri yapan kişi,pag,sert eleştirilen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0680190,sertlenmek,Sert bir tavır almak; sertleşmek,Mahalleliden biri sana sataşırsa öyle bize yaptığın gibi sertlenip bıçkınlaşma.,sert tavır alan kişi,pag,sert tavır aldığı kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0680110,sertelmek,Direnci artmak,,sertelen kişi,pag,serteldiği durum,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0681120,seslenmek,Uzaktan bağırarak çağırmak; ünlemek,"Aşağıda daimî akislerle seslenen gürültülü, derin yarlar tehlike hissini kalbimizden ayırmıyordu.",seslenen kişi,pag,seslendiği kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0682550,sevmek,"Birine sevgiyle bağlanmak, gönül vermek",Ne kadınlar sevdim zaten yoktular / Böyle bir sevmek görülmemiştir,seven kişi,pag,sevdiği kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0682540,sevmek,Sevgi ve bağlılık duymak,Çok az lakırtı söylediği için sevdiği arkadaşları bile kendisini iyice anlayamamışlardı.,seven kişi ,pag,sevdiği kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0070000,bağlanmak,"Sevmek, içten bağlı olmak","Ona bağlandığım kadar / Hiçbirine bağlanmadım / Sade kadın değil, insan",seven kişi,pag,sevilen kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1203160,sevketmek,"Sürüklemek, itmek",Yaşadıklarım beni bu uygunsuz davranışa sevketti,sevkeden şey,pag,sevkedilen kişi / şey,ppt,,sevkedilen şey / yön,gol,,,,,,,,,,,,,,,,,,,,,,
TUR10-0758690,teklemek,Sık fideleri seyrekleştirmek,Mısırları tekledi.,seyrekleştiren kişi,pag,seyrekleştirdiği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0683020,seyreltmek,Sıvıyı bir miktar su veya sıvı katarak az yoğun duruma getirmek|Bitkilerin fazla dal ve çubuklarını kesmek|Seyrek duruma getirmek,,seyrelten kişi,pag,seyrelttiği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0683170,seyretmek,"Bir şeyin durumunu, oluşumunu gözlemek; bakmak",Uzun İhsan Efendi olan biteni çaresizlikle seyrediyordu.,seyreden kişi,pag,seyrettiği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0683630,sezmek,Anlamak; fark etmek,Onun deli sayılmasının sebeplerini gizlice biz de sezerdik.,sezen kişi,pag,sezdiği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0691270,sifonlamak,Sifonu çekmek,,sifonu çeken kişi,pag,sifonu çekilen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0691620,sigortalamak,Sigorta yapmak,,sigortalayan kişi,pag,sigortaladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0691630,sigortalamak,Bir şeyi güven altına almak,,sigortalayan kişi,pag,sigortaladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0691960,sikkelemek,Hayvanları sikkeye bağlamak,,sikkeleyen kişi,pag,sikkelediği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0693370,silmek,Bir şeyin ıslaklığını gidererek kuru duruma getirmek,Terlemiş gibi alnını elinin tersiyle sildi.,silen kişi,pag,sildiği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
